D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\center_2019_12_05_23_47_55_630.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\left_2019_12_05_23_47_55_630.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\right_2019_12_05_23_47_55_630.jpg, 0, 0, 0, 21.0425
D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\center_2019_12_05_23_47_55_732.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\left_2019_12_05_23_47_55_732.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\right_2019_12_05_23_47_55_732.jpg, 0, 0, 0, 20.8699
D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\center_2019_12_05_23_47_55_833.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\left_2019_12_05_23_47_55_833.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\right_2019_12_05_23_47_55_833.jpg, 0, 0, 0, 20.69657
D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\center_2019_12_05_23_47_55_937.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\left_2019_12_05_23_47_55_937.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\right_2019_12_05_23_47_55_937.jpg, 0, 0, 0, 20.49095
D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\center_2019_12_05_23_47_56_047.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\left_2019_12_05_23_47_56_047.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\right_2019_12_05_23_47_56_047.jpg, 0, 0, 0, 20.32368
D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\center_2019_12_05_23_47_56_148.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\left_2019_12_05_23_47_56_148.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\right_2019_12_05_23_47_56_148.jpg, 0, 0, 0, 20.15753
D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\center_2019_12_05_23_47_56_248.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\left_2019_12_05_23_47_56_248.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\right_2019_12_05_23_47_56_248.jpg, 0, 0, 0, 19.99175
D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\center_2019_12_05_23_47_56_349.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\left_2019_12_05_23_47_56_349.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\right_2019_12_05_23_47_56_349.jpg, 0, 0, 0, 19.8323
D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\center_2019_12_05_23_47_56_450.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\left_2019_12_05_23_47_56_450.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\right_2019_12_05_23_47_56_450.jpg, 0, 0, 0, 19.67475
D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\center_2019_12_05_23_47_56_553.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\left_2019_12_05_23_47_56_553.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\right_2019_12_05_23_47_56_553.jpg, 0, 0, 0, 19.51468
D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\center_2019_12_05_23_47_56_654.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\left_2019_12_05_23_47_56_654.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\right_2019_12_05_23_47_56_654.jpg, 0, 0, 0, 19.35647
D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\center_2019_12_05_23_47_56_757.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\left_2019_12_05_23_47_56_757.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\right_2019_12_05_23_47_56_757.jpg, -0.1676994, 0, 0, 19.15892
D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\center_2019_12_05_23_47_56_860.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\left_2019_12_05_23_47_56_860.jpg, D:\projects_ai_deep\AI_car\simulator-windows-64\IMG\right_2019_12_05_23_47_56_860.jpg, -0.4745547, 0, 0, 18.89311
